gene_name	Spring_1	Spring_2	Spring_3	Spring_4	tHIO_1	tHIO_2	tHIO_3	Infant_1	Adult_1	Adult_2	Adult_3
KAZALD1	355	314	440	416	507	399	280	156	245	134	204
KAZN	226	127	197	199	111	169	181	267	199	181	202
KBTBD10	12	6	10	10	9	10	7	12	4	7	17
KBTBD11	1007	232	821	699	82	242	329	823	1332	1268	1598
KBTBD12	13	5	8	4	0	3	2	26	42	17	12
KBTBD13	1	2	0	1	1	0	0	3	1	0	0
KBTBD2	884	492	602	678	125	215	333	753	695	488	580
KBTBD3	61	90	60	39	15	30	32	57	61	34	43
KBTBD4	188	198	136	111	101	110	140	140	126	108	186
KBTBD5	1	0	1	2	0	1	0	1	0	0	0
KBTBD6	178	132	110	110	47	69	78	153	84	92	59
KBTBD7	175	76	119	125	41	59	82	158	72	72	97
KBTBD8	29	16	19	18	2	2	7	18	39	49	53
KC6	1	2	4	1	0	1	2	0	0	1	0
KCMF1	885	870	776	587	298	380	509	782	1263	899	1448
KCNA1	42	43	81	93	73	39	2	120	16	16	6
KCNA10	0	0	0	0	0	0	0	1	4	0	1
KCNA2	5	2	4	6	2	4	1	5	3	2	2
KCNA3	0	1	4	0	0	0	0	6	24	43	69
KCNA4	2	0	0	2	0	0	0	2	3	1	3
KCNA5	59	36	45	39	94	14	75	53	53	63	29
KCNA6	31	41	63	59	29	45	21	125	34	46	27
KCNA7	2	0	0	0	3	0	0	0	0	0	0
KCNAB1	158	76	84	67	42	27	40	167	67	97	24
KCNAB2	80	46	94	74	143	76	84	410	337	301	308
KCNAB3	30	30	49	21	27	44	24	55	16	26	16
KCNB1	51	17	93	89	42	82	40	146	20	23	18
KCNB2	15	6	5	2	1	4	15	16	8	5	7
KCNC1	19	3	10	14	3	16	14	24	2	4	2
KCNC2	0	0	0	0	0	1	0	4	2	1	0
KCNC3	1	1	6	2	5	5	1	21	5	8	8
KCNC4	54	29	37	16	7	24	50	137	77	67	57
KCND1	93	41	96	97	132	79	139	107	31	53	31
KCND2	13	0	3	14	1	3	9	28	2	3	0
KCND3	52	17	99	114	44	89	17	147	18	32	28
KCNE1	9	4	15	20	4	26	12	29	8	6	4
KCNE1L	12	12	6	13	24	8	14	10	2	0	1
KCNE2	137	6	6	7	14	2	3	6	8	4	3
KCNE3	2221	1308	852	519	254	457	949	698	1359	1781	1400
KCNE4	442	372	508	490	1352	446	648	683	135	146	111
KCNF1	34	63	10	31	38	55	27	42	11	4	16
KCNG1	197	173	247	186	25	244	61	180	171	79	236
KCNG2	0	0	0	0	0	0	5	2	15	17	16
KCNG3	2	0	5	1	1	0	3	2	4	2	14
KCNG4	0	0	0	0	0	0	0	0	0	0	0
KCNH1	37	15	26	33	17	25	54	29	14	18	21
KCNH2	886	453	975	1249	1519	1260	1769	1104	341	364	182
KCNH3	24	26	43	20	18	45	17	27	11	5	6
KCNH4	1	5	0	5	6	0	1	5	2	9	7
KCNH5	0	0	0	0	0	0	0	7	0	0	0
KCNH6	33	30	21	20	6	28	23	22	139	86	49
KCNH7	6	9	4	4	0	0	0	3	3	1	3
KCNH8	20	4	3	2	0	1	0	31	17	26	11
KCNIP1	21	22	14	48	286	20	42	32	9	5	4
KCNIP2	58	120	279	121	16	149	31	16	12	39	16
KCNIP3	7	3	21	2	37	13	4	62	46	48	39
KCNIP4	63	48	33	52	4	20	5	165	60	44	22
KCNIP4-IT1	0	0	0	0	0	0	0	0	0	0	0
KCNJ1	1	0	0	0	0	0	0	1	0	2	0
KCNJ10	6	3	4	2	0	0	0	15	15	8	7
KCNJ11	91	45	76	62	10	121	95	61	22	37	39
KCNJ12	7	4	12	11	22	10	3	51	14	17	8
KCNJ13	13	45	12	40	0	13	12	161	767	728	264
KCNJ14	24	5	14	16	10	17	32	10	23	26	5
KCNJ15	128	8	0	1	3	0	0	9	3	11	1
KCNJ16	296	287	122	100	1	42	20	63	151	135	423
KCNJ18	0	0	0	0	0	0	0	0	0	0	0
KCNJ2	41	37	15	25	2	2	3	62	42	35	50
KCNJ2-AS1	14	5	2	7	2	0	3	26	9	15	9
KCNJ3	139	75	105	52	7	31	36	93	123	139	141
KCNJ4	10	5	7	8	7	5	2	4	10	9	10
KCNJ5	15	4	3	2	0	5	1	53	12	17	17
KCNJ6	9	1	0	0	0	3	4	0	6	1	3
KCNJ8	598	867	296	353	523	199	295	859	221	152	94
KCNJ9	0	3	0	2	1	0	1	12	1	1	2
KCNK1	386	331	182	123	63	66	142	103	471	675	923
KCNK10	182	125	209	168	5	41	44	65	286	225	547
KCNK12	0	1	0	0	6	1	4	7	7	8	4
KCNK13	8	3	2	1	0	3	4	40	30	15	9
KCNK15	48	12	3	3	6	5	12	2	6	3	8
KCNK16	198	146	38	55	19	97	122	19	14	15	12
KCNK17	68	42	22	24	23	30	59	16	23	23	18
KCNK18	0	0	0	0	0	0	0	0	0	0	0
KCNK2	5	31	12	44	30	25	24	88	24	41	12
KCNK3	392	197	404	662	203	468	444	913	130	84	104
KCNK4	0	1	0	0	2	0	2	4	0	0	1
KCNK5	1814	778	568	487	122	599	689	580	3189	2735	5093
KCNK6	108	36	90	63	104	39	91	237	216	146	241
KCNK7	5	4	6	4	1	3	0	5	8	5	4
KCNK9	1	0	3	1	1	0	3	2	0	0	2
KCNMA1	1306	658	1769	2777	580	606	582	2846	820	567	514
KCNMB1	792	835	1088	1340	1234	1137	1333	2166	423	372	202
KCNMB2	66	66	33	41	28	32	21	42	9	11	9
KCNMB3	46	19	39	27	17	26	28	42	29	30	20
KCNMB4	85	43	68	55	112	83	93	167	104	107	52
KCNN1	9	9	13	24	35	25	11	16	4	10	3
KCNN2	7	3	4	6	16	17	0	9	12	2	4
KCNN3	513	241	707	908	202	487	173	1449	224	316	127
KCNN4	506	76	64	41	36	42	334	36	29	15	15
KCNQ1	1816	817	1112	981	245	772	878	734	1438	1304	1282
KCNQ1DN	0	0	0	0	1	1	0	0	0	0	0
KCNQ1OT1	70	35	123	93	69	159	94	66	69	65	70
KCNQ2	1	1	0	1	0	1	1	34	2	4	5
KCNQ3	10	3	2	0	1	1	0	87	64	39	31
KCNQ4	83	20	81	93	35	127	52	262	59	70	39
KCNQ5	18	0	3	1	11	1	11	62	8	24	12
KCNRG	8	13	6	15	1	6	1	1	5	9	4
KCNS1	10	4	9	7	0	11	16	32	9	10	11
KCNS2	0	3	0	1	1	0	2	3	0	1	1
KCNS3	269	207	167	172	195	116	208	276	128	101	169
KCNT1	3	1	4	3	2	7	1	10	1	2	1
KCNT2	14	23	40	12	12	25	10	66	15	15	13
KCNU1	0	0	1	0	0	0	0	0	0	0	0
KCNV1	1	1	0	0	0	0	0	0	1	5	0
KCNV2	0	0	2	0	0	0	0	2	0	0	0
KCP	23	6	24	23	13	44	33	15	38	34	45
KCTD1	321	148	164	153	126	138	270	147	60	50	61
KCTD10	1059	835	934	1005	445	488	717	1285	875	662	656
KCTD11	375	226	379	276	399	380	426	324	307	203	336
KCTD12	2031	1169	2187	2758	1438	962	1495	4287	811	908	814
KCTD13	214	183	163	134	134	160	187	184	212	152	189
KCTD14	5	0	0	0	0	1	0	3	10	3	3
KCTD15	727	435	741	721	578	645	856	885	269	227	203
KCTD16	11	11	14	9	1	11	3	10	5	5	12
KCTD17	251	202	188	204	325	183	306	275	126	103	93
KCTD18	377	415	280	301	122	174	201	325	256	224	342
KCTD19	1	2	0	1	0	5	2	2	2	1	0
KCTD2	667	301	618	558	225	357	438	747	568	460	591
KCTD20	1464	1480	1401	1418	831	560	864	1644	1026	816	1004
KCTD21	315	228	249	210	229	217	290	214	261	176	333
KCTD3	1572	1143	1654	1264	269	498	546	1311	1784	1337	2074
KCTD4	1	7	0	6	4	2	2	37	16	1	3
KCTD5	596	399	613	553	341	439	439	547	839	719	1293
KCTD6	190	244	157	117	112	176	160	124	117	63	84
KCTD7	501	306	454	469	258	291	295	549	371	268	311
KCTD8	6	2	0	0	1	2	3	14	3	6	0
KCTD9	244	253	261	201	78	77	85	262	372	254	391
KDELC1	269	355	267	322	430	188	271	270	47	40	44
KDELC2	905	624	857	1074	827	466	887	954	497	378	386
KDELR1	5184	5341	4907	3726	3655	4317	4576	2735	5070	3208	4954
KDELR2	5834	6621	4807	4548	2932	2767	3456	2903	4467	3172	5256
KDELR3	771	1063	641	701	1483	444	574	296	477	237	798
KDM1A	2196	1592	1997	1658	800	1075	1551	1456	1238	1011	1242
KDM1B	266	128	162	162	34	56	120	239	264	179	424
KDM2A	2779	551	2525	1998	908	1224	1795	2110	1924	1732	2222
KDM2B	555	287	587	443	264	341	460	774	447	390	409
KDM3A	1430	730	1452	933	207	414	477	1073	1089	955	923
KDM3B	2564	899	2208	1741	584	1208	1493	1716	1283	1252	1610
KDM4A	1989	816	2057	1335	404	895	867	1186	1436	1014	1455
KDM4B	798	217	678	595	469	572	821	783	502	440	573
KDM4C	665	554	682	554	124	323	386	518	606	532	644
KDM4D	22	16	16	17	22	13	20	19	10	7	7
KDM4DL	0	0	0	0	0	0	0	0	2	0	0
KDM5A	1143	395	937	836	193	283	384	933	803	778	945
KDM5B	2142	912	1615	1302	627	748	1148	1138	721	440	555
KDM5B-AS1	23	22	22	11	47	21	34	11	36	10	12
KDM5C	2118	726	1948	1546	790	1074	1297	1468	2345	1826	2480
KDM5D	1499	674	1457	962	231	473	601	1148	0	0	2
KDM6A	1198	728	684	641	111	222	400	463	608	565	961
KDM6B	1446	217	1235	958	481	929	972	1241	1512	1334	1742
KDR	507	300	240	73	80	11	41	724	318	570	319
KDSR	733	457	628	524	246	327	335	698	778	596	888
KEAP1	1440	1278	1098	895	1073	1250	1531	993	1317	725	1079
KEL	1	3	2	1	2	1	17	3	3	1	2
KERA	2	17	13	4	46	8	2	5	1	2	0
KGFLP1	6	0	2	0	4	0	2	5	1	2	1
KGFLP2	1	0	1	1	0	2	0	5	14	16	11
KHDC1	14	25	26	10	18	17	21	28	4	4	4
KHDC1L	0	1	0	0	1	0	0	1	0	0	0
KHDRBS1	3382	1724	3095	2659	1301	1714	2133	2517	2217	1777	2574
KHDRBS2	70	122	99	86	7	92	56	44	5	10	0
KHDRBS3	182	107	107	156	113	80	158	243	172	123	122
KHK	1610	3122	2443	2078	257	1482	541	1409	6136	3266	4836
KHNYN	2766	988	2789	2004	581	1661	1627	1502	1922	1712	2629
KHSRP	2826	1073	2667	2354	1377	2313	2787	2143	1730	1365	2291
KIAA0020	326	198	310	226	108	114	242	290	350	226	264
KIAA0040	797	593	558	458	151	327	393	791	743	589	859
KIAA0087	0	0	0	3	0	4	0	4	1	8	0
KIAA0090	797	389	637	638	316	329	574	581	510	412	404
KIAA0100	3403	1420	2259	2273	693	948	1609	2128	1745	1791	2259
KIAA0101	202	303	219	172	106	85	151	149	128	68	87
KIAA0125	0	0	0	0	0	0	0	22	70	127	67
KIAA0141	1497	1742	1417	1064	616	998	974	1066	1024	794	1155
KIAA0146	672	541	420	378	191	260	378	590	403	386	371
KIAA0182	1792	360	1723	1470	414	915	940	1192	958	972	883
KIAA0195	1272	425	1308	1085	553	832	998	1073	1523	1186	1677
KIAA0196	1073	763	853	720	292	425	473	809	742	655	1035
KIAA0226	323	83	266	196	100	180	196	468	531	579	473
KIAA0226L	11	11	14	6	0	2	3	159	49	48	66
KIAA0232	1397	598	1286	1084	208	465	457	993	1059	1297	1309
KIAA0240	529	130	452	315	87	175	237	512	367	382	466
KIAA0247	2039	821	1564	1450	416	700	664	1283	2669	2254	2909
KIAA0284	2254	522	1639	1211	500	1044	1704	1173	1804	1697	2523
KIAA0317	1157	428	818	822	247	385	479	591	916	750	1157
KIAA0319	24	8	10	10	2	10	17	16	1	7	4
KIAA0319L	1909	988	1557	1453	432	911	1025	1080	1702	1333	1969
KIAA0355	646	305	571	485	294	300	440	774	413	444	431
KIAA0368	2149	862	2162	1759	376	757	1021	1877	2629	2204	2861
KIAA0391	587	692	451	415	125	235	296	348	479	331	524
KIAA0408	3	1	1	3	3	0	2	15	9	5	1
KIAA0415	801	540	773	560	504	649	603	483	681	533	649
KIAA0430	1693	522	1096	933	298	380	551	1340	1286	1252	1523
KIAA0494	3785	1872	2490	2160	524	1016	1434	2617	2357	2074	2805
KIAA0513	407	136	324	285	179	216	197	427	439	548	439
KIAA0528	1186	666	1035	746	76	189	355	755	652	720	810
KIAA0556	556	137	464	395	182	243	351	343	342	233	379
KIAA0564	590	192	579	445	92	134	280	392	467	431	563
KIAA0586	286	117	272	276	89	117	146	286	160	116	176
KIAA0664	2845	757	2734	1996	653	1825	2264	1533	2788	2058	2673
KIAA0664L3	109	56	86	59	10	47	34	77	46	42	85
KIAA0748	4	2	1	1	0	1	7	86	83	81	65
KIAA0753	408	225	305	251	91	165	245	438	244	162	186
KIAA0754	355	29	253	321	114	181	265	340	75	96	109
KIAA0825	19	19	15	20	12	14	6	20	11	6	5
KIAA0889	366	28	533	598	350	563	529	714	180	216	141
KIAA0895	78	103	103	97	8	26	26	59	59	45	57
KIAA0895L	321	137	257	172	172	162	206	262	214	222	144
KIAA0907	684	693	512	404	204	426	407	461	562	518	465
KIAA0913	1421	641	1604	1264	507	890	674	1178	1405	1261	1187
KIAA0922	218	92	171	220	113	61	143	256	137	113	145
KIAA0930	891	472	710	662	537	736	891	1145	1514	950	1723
KIAA0947	1111	373	952	896	182	344	439	776	650	593	749
KIAA1009	162	76	165	106	26	40	65	179	100	89	91
KIAA1024	23	17	13	33	28	6	13	14	0	11	4
KIAA1033	666	381	643	581	47	101	136	489	414	370	488
KIAA1045	5	3	5	7	3	4	5	29	20	26	21
KIAA1107	90	60	89	81	10	31	55	93	61	46	39
KIAA1109	1907	375	1978	1651	225	559	649	1478	1574	1714	1878
KIAA1143	571	466	480	435	264	288	409	563	340	281	368
KIAA1147	1947	728	1612	1305	117	748	882	746	635	642	713
KIAA1161	2807	890	2077	1741	261	1185	902	874	1482	1226	2598
KIAA1191	2544	2658	2426	1957	859	1751	1435	1757	2157	1680	2594
KIAA1199	166	41	110	259	87	138	69	93	32	63	19
KIAA1210	2	0	6	6	8	2	1	1	0	1	0
KIAA1211	1413	348	1366	1106	244	604	624	627	984	691	1608
KIAA1217	1992	604	1411	1244	551	753	853	778	820	620	1094
KIAA1239	2	1	5	2	0	1	3	59	1	3	0
KIAA1244	702	86	195	174	17	61	252	258	157	162	230
KIAA1257	5	9	5	2	5	10	14	11	8	3	8
KIAA1274	351	184	222	188	134	192	257	702	201	179	139
KIAA1279	444	244	425	366	202	222	249	398	388	306	389
KIAA1324	942	463	1406	1130	106	537	569	1768	2533	2589	2771
KIAA1324L	575	317	559	470	136	236	273	99	39	38	29
KIAA1328	90	68	75	60	50	40	87	102	44	47	51
KIAA1377	64	30	92	58	47	33	41	69	39	44	24
KIAA1383	52	35	49	45	11	10	32	83	44	33	73
KIAA1407	81	39	86	52	13	55	34	92	55	65	48
KIAA1429	1104	699	926	789	207	293	521	839	703	514	725
KIAA1430	314	293	281	224	81	69	152	376	261	204	194
KIAA1432	556	253	532	506	134	207	237	573	413	397	641
KIAA1456	27	24	21	11	10	10	11	31	105	76	18
KIAA1462	880	593	1247	929	937	418	632	1666	218	325	154
KIAA1467	61	22	51	55	24	21	20	125	94	73	74
KIAA1468	963	561	641	513	68	192	251	432	498	434	629
KIAA1522	5069	1703	3357	2339	672	2292	2945	1821	4498	3402	5279
KIAA1524	132	77	93	74	8	27	35	90	35	25	38
KIAA1530	230	69	168	133	26	75	56	163	243	169	136
KIAA1549	224	39	142	159	53	78	192	207	62	91	44
KIAA1586	55	55	41	48	13	16	23	49	31	25	32
KIAA1598	1043	675	632	489	76	292	333	369	345	319	532
KIAA1609	381	247	321	250	240	248	281	311	327	256	522
KIAA1614	57	29	98	59	113	95	109	127	43	36	34
KIAA1644	186	53	165	164	63	94	37	794	368	387	155
KIAA1656	41	33	39	30	8	29	27	19	37	56	15
KIAA1671	1408	272	1200	1054	229	400	710	849	1343	1209	2057
KIAA1683	77	29	84	68	41	67	69	35	39	65	53
KIAA1704	210	273	215	140	96	107	134	163	127	112	179
KIAA1715	381	298	277	263	52	110	150	223	195	185	217
KIAA1731	340	164	385	248	90	143	192	347	275	283	189
KIAA1737	968	653	436	403	72	183	278	463	561	480	649
KIAA1751	15	15	26	7	0	14	4	2	8	12	1
KIAA1755	254	147	251	211	347	169	217	411	169	224	79
KIAA1797	1065	674	744	715	180	273	451	562	381	256	293
KIAA1804	357	95	148	91	9	32	112	157	401	583	580
KIAA1826	314	242	242	188	88	87	149	250	142	107	162
KIAA1841	167	118	120	91	25	33	51	121	101	71	82
KIAA1875	7	10	20	6	3	3	15	10	42	45	21
KIAA1908	60	38	53	42	40	53	55	93	66	64	58
KIAA1919	115	84	120	102	20	54	58	106	210	127	224
KIAA1958	98	44	57	70	14	66	77	36	24	22	45
KIAA1967	2303	998	1861	1532	1015	1434	1691	1558	1497	1142	1533
KIAA1984	90	81	121	28	14	39	33	20	35	52	40
KIAA2013	2977	2575	2591	2017	1126	2228	2045	1615	3807	2402	4056
KIAA2018	539	87	487	376	97	263	344	372	410	369	513
KIAA2022	22	9	24	23	13	4	0	119	29	33	8
KIAA2026	546	113	415	406	159	183	310	566	413	457	523
KIDINS220	1787	433	1407	1188	469	484	952	1688	893	929	1069
KIF11	450	172	426	391	147	143	234	356	206	125	130
KIF12	2818	2673	2585	1463	552	2204	1824	588	1559	1224	1236
KIF13A	1385	356	1213	1082	514	508	927	1474	1455	1102	1821
KIF13B	3689	546	2871	2439	248	1258	1729	1261	2506	1843	3355
KIF14	86	19	89	105	16	19	27	77	30	21	7
KIF15	231	139	249	231	62	57	134	189	126	65	113
KIF16B	686	236	575	430	72	174	228	349	839	624	1266
KIF17	16	31	6	12	5	6	5	40	33	15	18
KIF18A	83	51	87	64	27	19	66	59	21	13	23
KIF18B	131	32	95	151	110	79	133	87	78	37	34
KIF19	54	39	59	38	5	46	46	50	131	179	155
KIF1A	165	18	84	107	56	103	144	426	99	170	64
KIF1B	1279	332	1041	979	291	439	586	1475	1222	1236	1360
KIF1C	5940	1819	5175	4375	2209	3557	4834	3796	4969	3942	6736
KIF20A	491	362	417	559	265	238	503	308	110	53	62
KIF20B	199	78	189	168	31	61	93	174	116	87	110
KIF21A	470	175	426	393	19	122	243	469	559	585	871
KIF21B	125	8	72	43	37	48	89	227	196	319	334
KIF22	862	591	832	655	556	686	884	657	697	441	586
KIF23	397	202	400	457	177	202	298	266	117	45	83
KIF24	131	57	98	113	45	65	80	74	39	50	39
KIF25	2	2	1	2	0	5	1	11	16	5	0
KIF26A	247	54	239	102	81	168	212	430	87	116	70
KIF26B	245	39	180	224	458	92	250	167	22	29	17
KIF27	64	41	59	49	15	21	34	45	24	27	16
KIF2A	535	390	576	474	166	250	323	478	602	336	641
KIF2B	0	0	0	0	0	0	0	0	0	0	0
KIF2C	397	226	338	354	219	202	338	242	255	106	111
KIF3A	81	66	94	62	34	23	58	156	66	79	66
KIF3B	3096	1063	2587	2533	439	1021	1086	1120	1912	1568	3063
KIF3C	193	60	157	192	172	99	174	452	126	146	98
KIF4A	236	93	239	224	83	107	187	152	135	108	101
KIF4B	26	15	23	18	4	5	15	18	14	5	7
KIF5A	0	0	2	0	0	2	0	273	56	146	26
KIF5B	4318	1858	3784	3685	424	1015	1586	3619	2469	2155	3027
KIF5C	13	17	12	25	1	26	8	273	60	118	43
KIF6	4	3	4	4	4	1	2	7	7	5	4
KIF7	168	54	164	148	189	121	189	187	85	66	45
KIF9	106	97	80	48	69	53	103	70	96	59	83
KIFAP3	416	261	416	320	110	148	197	472	562	362	603
KIFC1	0	1	1	2	0	0	1	3	0	0	0
KIFC2	419	248	428	235	153	321	260	277	546	567	370
KIFC3	619	295	573	609	288	544	412	462	1022	732	809
KIN	243	230	207	171	74	101	119	212	169	158	164
KIR2DL1	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	1	0	0
KIR2DL3	0	0	0	0	0	0	0	5	0	1	0
KIR2DL4	0	0	0	0	0	0	0	0	12	3	4
KIR2DL5A	0	0	0	0	0	0	0	0	0	0	0
KIR2DL5B	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0
KIR2DS3	0	0	0	0	0	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0	0	0	0	1	0
KIR2DS5	0	0	0	0	0	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	1	2	4
KIR3DL3	0	0	0	0	0	0	0	0	0	4	2
KIR3DS1	0	0	0	0	0	0	0	4	0	0	0
KIR3DX1	0	0	0	0	0	0	0	0	0	0	0
KIRREL	501	137	378	546	523	268	588	537	95	144	110
KIRREL2	7	3	2	4	4	1	2	3	2	2	0
KIRREL3	14	9	6	12	11	12	18	35	11	15	13
KIRREL3-AS3	0	0	1	0	0	0	0	0	0	0	0
KISS1	42	59	76	37	16	52	16	4	63	30	44
KISS1R	1	0	6	6	4	8	7	0	1	0	3
KIT	163	164	209	169	11	58	90	1002	493	820	519
KITLG	357	277	358	327	36	133	79	724	250	312	306
KL	68	40	27	34	6	17	18	173	242	202	301
KLB	13	6	15	3	0	8	3	4	5	12	7
KLC1	1021	653	952	989	677	631	842	1615	1084	847	715
KLC2	440	202	389	350	322	504	481	442	352	230	379
KLC3	38	17	32	32	24	30	70	21	23	8	16
KLC4	2562	3395	3544	2613	890	3155	1676	1067	3282	2295	4157
KLF1	0	0	0	0	3	0	5	11	0	0	0
KLF10	1547	963	1529	1308	454	604	729	1373	700	404	1016
KLF11	535	276	394	456	160	162	256	496	322	275	375
KLF12	331	127	319	339	151	129	198	495	200	180	234
KLF13	3822	899	3198	2842	862	2085	2071	2464	2852	3122	4878
KLF14	3	16	6	9	55	5	14	3	2	0	0
KLF15	27	25	25	16	11	23	24	47	76	123	97
KLF16	654	326	633	429	424	796	593	514	930	495	729
KLF17	0	4	3	4	2	9	1	6	0	0	1
KLF2	280	156	183	151	509	305	307	1064	781	938	816
KLF3	2385	1336	2018	1752	271	722	816	1462	1496	1402	1573
KLF4	1278	989	1474	888	244	1187	449	554	1792	1719	2576
KLF5	4798	1549	3290	2276	371	1378	2304	1912	2846	2265	3699
KLF6	1372	1272	1889	1640	573	585	857	2046	3320	3437	3485
KLF7	115	23	63	94	44	38	65	201	48	90	73
KLF8	60	35	39	44	38	9	24	120	32	49	21
KLF9	368	129	221	231	71	93	87	1674	1793	2304	3002
KLHDC1	30	28	22	29	7	4	15	41	33	26	31
KLHDC10	1131	558	791	773	319	346	430	676	664	468	556
KLHDC2	1761	2332	1736	1223	707	968	1043	1068	1476	1198	1427
KLHDC3	2048	2936	1952	1663	1396	1372	1562	1858	1635	1129	1597
KLHDC4	234	183	165	154	79	173	189	219	242	204	250
KLHDC5	618	337	598	625	198	246	373	898	361	318	247
KLHDC7A	358	173	130	81	16	109	81	20	21	16	13
KLHDC7B	0	1	0	1	0	0	0	21	27	6	26
KLHDC8A	29	103	58	60	159	61	41	68	14	19	6
KLHDC8B	998	837	1057	888	723	1182	895	741	439	269	260
KLHDC9	83	103	56	21	20	30	32	50	40	41	34
KLHL1	0	0	1	2	0	0	0	1	0	0	1
KLHL10	2	2	1	0	1	2	1	4	1	4	2
KLHL11	50	35	35	32	6	23	17	42	27	21	32
KLHL12	592	449	580	434	167	292	329	523	487	399	594
KLHL13	321	408	496	470	139	344	167	445	97	145	126
KLHL14	1	0	1	0	0	0	0	20	26	2	10
KLHL15	226	112	234	239	41	90	61	247	96	87	119
KLHL17	117	53	116	69	98	85	84	101	93	84	80
KLHL18	390	191	333	230	156	219	243	274	320	261	372
KLHL2	266	166	168	185	44	54	64	215	203	169	219
KLHL20	559	528	631	670	214	269	301	315	200	226	287
KLHL21	676	275	485	473	517	436	525	659	415	343	360
KLHL22	498	531	466	455	625	435	626	520	250	187	196
KLHL23	23	11	19	6	0	5	6	4	4	3	7
KLHL24	1051	622	496	577	130	156	290	670	653	496	531
KLHL25	490	302	280	242	148	242	260	243	364	212	346
KLHL26	180	71	134	110	130	107	188	188	103	93	133
KLHL28	164	131	100	92	19	53	55	130	98	98	174
KLHL29	313	137	248	261	177	193	183	371	99	105	68
KLHL3	165	38	138	79	5	48	38	130	58	81	55
KLHL30	28	8	18	16	47	6	39	44	13	13	6
KLHL31	8	2	5	4	3	2	3	6	14	6	8
KLHL32	25	18	23	9	2	5	12	11	10	21	9
KLHL33	1	1	1	0	0	1	0	8	3	6	3
KLHL34	0	0	1	0	0	8	0	22	36	25	64
KLHL35	23	21	12	5	29	5	9	17	4	5	2
KLHL36	387	209	237	198	92	184	210	270	284	237	293
KLHL38	15	9	13	22	46	6	33	23	4	8	13
KLHL4	50	119	88	75	68	10	15	78	10	18	6
KLHL5	655	520	876	850	219	343	448	1336	599	554	436
KLHL6	17	9	6	8	0	5	5	163	177	270	265
KLHL7	326	350	319	292	118	143	175	368	263	201	297
KLHL7-AS1	7	11	9	8	2	2	0	7	4	3	4
KLHL8	421	341	350	285	21	105	149	269	259	220	352
KLHL9	934	767	668	537	165	220	369	695	466	471	656
KLK1	117	172	210	70	25	139	153	46	233	154	344
KLK10	3	6	2	1	0	0	0	69	23	49	13
KLK11	33	0	3	0	0	2	3	9	33	32	39
KLK12	17	11	17	0	0	2	3	130	113	54	175
KLK13	5	5	5	2	0	4	1	15	30	18	18
KLK14	2	1	2	0	0	0	0	3	2	3	1
KLK15	1	10	2	0	0	2	2	0	2	1	2
KLK2	0	0	0	0	0	0	0	0	0	0	0
KLK3	1	3	1	2	0	3	0	1	1	0	0
KLK4	0	0	0	0	0	0	0	0	1	0	0
KLK5	0	0	0	1	0	0	0	0	0	0	0
KLK6	0	1	0	0	2	0	4	1	0	1	0
KLK7	0	0	0	0	0	0	0	0	2	3	0
KLK8	0	2	0	0	0	0	0	0	0	0	0
KLK9	0	0	0	0	0	0	0	0	0	0	0
KLKB1	20	16	27	20	4	2	10	15	160	105	73
KLKP1	0	0	0	0	0	0	0	0	0	0	0
KLLN	24	22	25	35	12	8	17	24	13	16	17
KLRAP1	7	16	22	4	5	3	3	14	11	5	4
KLRB1	0	0	0	1	0	0	1	205	494	650	768
KLRC1	0	0	0	0	0	0	0	10	16	26	38
KLRC2	2	3	1	0	1	0	2	10	12	18	15
KLRC3	3	2	0	1	0	2	0	1	18	9	5
KLRC4	2	2	0	2	0	0	0	3	16	7	12
KLRC4-KLRK1	0	0	0	0	0	0	0	0	0	2	3
KLRD1	0	0	0	0	0	0	0	37	104	175	155
KLRF1	0	3	4	0	2	2	1	22	3	3	4
KLRF2	1	1	1	2	0	0	0	6	3	0	0
KLRG1	13	7	8	7	2	2	4	29	35	35	11
KLRG2	0	0	0	0	0	0	0	0	0	0	0
KLRK1	0	0	0	0	0	0	1	5	8	1	10
KMO	8	15	4	1	3	6	1	23	17	10	12
KNCN	0	0	0	0	0	1	0	2	0	0	0
KNDC1	78	38	114	86	54	208	141	30	8	8	0
KNG1	104	74	134	157	0	62	10	11	1	2	4
KNTC1	327	168	306	275	34	58	125	267	185	170	132
KPNA1	1009	778	928	850	244	413	469	771	908	666	1006
KPNA2	1157	924	1176	1207	509	655	995	780	666	407	577
KPNA3	611	625	720	616	197	364	328	585	551	459	713
KPNA4	1195	941	1068	912	232	494	592	1008	1025	761	1070
KPNA5	49	61	47	45	15	20	15	60	19	41	23
KPNA6	1384	520	1225	1010	499	703	832	1172	1014	937	1179
KPNA7	25	16	6	2	1	5	3	3	3	0	17
KPNB1	3088	1440	2864	2688	887	1212	1883	2703	2364	1836	2433
KPRP	0	0	0	0	0	0	0	0	0	0	0
KPTN	137	124	135	146	133	170	124	80	136	89	118
